time,Open,High,low,Close
2019-12-13 18:00:00,1.0211946050096339,1.021178573884343,1.0269220094365805,1.0238655229662423
2019-12-13 19:00:00,1.0238655229662423,1.0215490533562823,1.0243632336655593,1.0235253535701967
2019-12-13 20:00:00,1.0235253535701967,1.0216927208869913,1.0234563642635393,1.0231018550444797
2019-12-13 21:00:00,1.0231018550444797,1.0231018550444797,1.025082918739635,1.0250120914806882
2019-12-13 22:00:00,1.0250120914806882,1.023807880753571,1.021519512870191,1.0223374827109266
2019-12-13 23:00:00,1.0223374827109266,1.0227147196906932,1.0223374827109266,1.0227147196906932
2019-12-14 00:00:00,1.0227147196906932,1.0224967221033745,1.0228073812979472,1.0221715706589307
2019-12-14 01:00:00,1.0221715706589307,1.0254219772648985,1.0222421772466672,1.0232958853125647
2019-12-14 02:00:00,1.0232958853125647,1.024950031015232,1.0238358435815946,1.0237569060773481
2019-12-14 03:00:00,1.0237569060773481,1.0236714975845411,1.0244071077922976,1.0233970598384983
2019-12-14 04:00:00,1.0233970598384983,1.0272207291020605,1.0233280419628683,1.0242574598580387
2019-12-14 05:00:00,1.0242574598580387,1.024643766779101,1.0226740179186768,1.0249965569480788
2019-12-14 06:00:00,1.0249965569480788,1.0241013634485607,1.0243767695601131,1.0243767695601131
2019-12-14 07:00:00,1.0243767695601131,1.0231532524807057,1.0248721846068813,1.023225361819435
2019-12-14 08:00:00,1.023225361819435,1.0229481083316105,1.0284772392508943,1.0260002788233653
2019-12-14 09:00:00,1.0260002788233653,1.026484081746142,1.024594745667971,1.0238144975976604
2019-12-14 10:00:00,1.0238144975976604,1.0233787920957418,1.0245518588268117,1.0242559420087822
2019-12-14 11:00:00,1.0242559420087822,1.0227604927959908,1.02085082563672,1.0219374608259628
2019-12-14 12:00:00,1.0219374608259628,1.0298725715479424,1.0233046399328154,1.023498146723547
2019-12-14 13:00:00,1.023498146723547,1.02257320567475,1.0217406550248966,1.0201666549961488
2019-12-14 14:00:00,1.0201666549961488,1.0205038488453464,1.022706438191947,1.0200853803625167
2019-12-14 15:00:00,1.0200853803625167,1.0195858981533297,1.020014245014245,1.0200723455564225
2019-12-14 16:00:00,1.0200723455564225,1.0206119847003825,1.014798398627395,1.0208569807037458
2019-12-14 17:00:00,1.0208569807037458,1.019882544399632,1.0195869704066425,1.0201998724218584
2019-12-14 18:00:00,1.0201998724218584,1.0185629587803502,1.0194911049684598,1.0189265536723164
2019-12-14 19:00:00,1.0189265536723164,1.0184949879994352,1.0172023219595072,1.0166265742181972
2019-12-14 20:00:00,1.0166265742181972,1.0173267326732673,1.0166383460775985,1.017413463580378
2019-12-14 21:00:00,1.017413463580378,1.0179188712522045,1.0169971671388103,1.0187226225801893
2019-12-14 22:00:00,1.0187226225801893,1.0189078594609848,1.0192511855049897,1.018909193537007
2019-12-14 23:00:00,1.018909193537007,1.0189078594609848,1.021103321294526,1.021103321294526
2019-12-15 00:00:00,1.021103321294526,1.020676957937969,1.0222491620908507,1.0201094294038229
2019-12-15 01:00:00,1.0201094294038229,1.0221465076660987,1.0218104062722737,1.0202429149797572
2019-12-15 02:00:00,1.0202429149797572,1.0214543652198542,1.0215275310834813,1.022055173391958
2019-12-15 03:00:00,1.022055173391958,1.0214756538379757,1.0215168299957393,1.0211542556967417
2019-12-15 04:00:00,1.0211542556967417,1.021404777092636,1.0212947189097104,1.0224918404995034
2019-12-15 05:00:00,1.0224918404995034,1.0217684180670779,1.0205241105035154,1.0204516403919899
2019-12-15 06:00:00,1.0204516403919899,1.020015615018809,1.0196273645285165,1.0191638867201362
2019-12-15 07:00:00,1.0191638867201362,1.0231880033324077,1.0209874786568014,1.022205099467638
2019-12-15 08:00:00,1.022205099467638,1.021484375,1.0214140279435513,1.0207881290683838
2019-12-15 09:00:00,1.0207881290683838,1.0209672910259995,1.0210526315789474,1.021243777606394
2019-12-15 10:00:00,1.021243777606394,1.0207428170988087,1.022310081897769,1.0218050949121444
2019-12-15 11:00:00,1.0218050949121444,1.0215999437135017,1.021877205363444,1.0202759785975781
2019-12-15 12:00:00,1.0202759785975781,1.0193774046869535,1.0233316786043543,1.0210854029576169
2019-12-15 13:00:00,1.0210854029576169,1.0198320276660315,1.018763718756638,1.0193001060445388
2019-12-15 14:00:00,1.0193001060445388,1.018484678099522,1.0197242841993637,1.0189143580368443
2019-12-15 15:00:00,1.0189143580368443,1.0190375834211451,1.0187455954897815,1.0187139439988744
2019-12-15 16:00:00,1.0187139439988744,1.0197331460674157,1.0207169624549246,1.020334674857022
2019-12-15 17:00:00,1.020334674857022,1.0195609344216154,1.0205479452054795,1.0203621503558091
2019-12-15 18:00:00,1.0203621503558091,1.0196230130820088,1.0201044018058691,1.0196230130820088
2019-12-15 19:00:00,1.0196230130820088,1.019547180424694,1.020376507085948,1.019225352112676
2019-12-15 20:00:00,1.019225352112676,1.0186535764375877,1.0192971336009577,1.0198694095345082
2019-12-15 21:00:00,1.0198694095345082,1.0209225584497648,1.0197720236419927,1.0217162133670672
2019-12-15 22:00:00,1.0217162133670672,1.0225263157894737,1.021731486039806,1.0213723284589427
2019-12-15 23:00:00,1.0213723284589427,1.0208684654300169,1.0220811287477953,1.0215265564544496
2019-12-16 00:00:00,1.0215265564544496,1.0197950301839114,1.0216143434200269,1.0213608714103835
2019-12-16 01:00:00,1.0213608714103835,1.0216700783510977,1.020799434029006,1.0207524528834615
2019-12-16 02:00:00,1.0207524528834615,1.0211053857556294,1.0214376680345267,1.020772980993429
2019-12-16 03:00:00,1.020772980993429,1.0204009600451787,1.0205498866213152,1.0201161637625726
2019-12-16 04:00:00,1.0201161637625726,1.0196092312048703,1.0208674595826508,1.020205600850762
2019-12-16 05:00:00,1.020205600850762,1.0210958516211242,1.0201590005678591,1.0205498866213152
2019-12-16 06:00:00,1.0205498866213152,1.0199943478875229,1.0204804762242223,1.0198061823583504
2019-12-16 07:00:00,1.0198061823583504,1.0193530159627067,1.0194897236002836,1.0194897236002836
2019-12-16 08:00:00,1.0194897236002836,1.019954712708746,1.0194464158977998,1.0196426038859736
2019-12-16 09:00:00,1.0196426038859736,1.020185565549968,1.019958803892322,1.0207268597387849
2019-12-16 10:00:00,1.0207268597387849,1.0190146320774722,1.020229982964225,1.0204211869814932
2019-12-16 11:00:00,1.0204211869814932,1.014889731703891,1.0198581560283688,1.0195080576759965
2019-12-16 12:00:00,1.0195080576759965,1.019002040959955,1.0200524339261674,1.019527670074022
2019-12-16 13:00:00,1.019527670074022,1.0158254322364753,1.0201763668430335,1.0196518809657495
2019-12-16 14:00:00,1.0196518809657495,1.0196078431372548,1.019642354266404,1.0197016605685336
2019-12-16 15:00:00,1.0197016605685336,1.020101208883891,1.021214907007991,1.0205624646693048
2019-12-16 16:00:00,1.0205624646693048,1.0194612889578338,1.0206331260599208,1.020759779692134
2019-12-16 17:00:00,1.020759779692134,1.019870349492672,1.0206891681965824,1.0197308153054754
2019-12-16 18:00:00,1.0197308153054754,1.0204311680991969,1.0134857812958076,1.019994204578383
2019-12-16 19:00:00,1.019994204578383,1.020272227048943,1.020705745115194,1.0182081973159232
2019-12-16 20:00:00,1.0182081973159232,1.018397798058815,1.0222775905027115,1.020589953271028
2019-12-16 21:00:00,1.020589953271028,1.0195964581216432,1.020589953271028,1.0194323144104804
2019-12-16 22:00:00,1.0194323144104804,1.0193843473210396,1.0189380144220264,1.0199127906976744
2019-12-16 23:00:00,1.0199127906976744,1.0183652729384436,1.0192951798456387,1.0194965808235124
2019-12-17 00:00:00,1.0194965808235124,1.018587090684673,1.0188487009679064,1.0189831987780928
2019-12-17 01:00:00,1.0189831987780928,1.0204363636363636,1.0195150367727372,1.0189214758751182
2019-12-17 02:00:00,1.0189214758751182,1.0181699251399083,1.018995633187773,1.0180324292881553
2019-12-17 03:00:00,1.0180324292881553,1.0180324292881553,1.0167153284671533,1.0167406652594804
2019-12-17 04:00:00,1.0167406652594804,1.0168012219070477,1.0168465577596266,1.0165854368225795
2019-12-17 05:00:00,1.0165854368225795,1.0174342583175942,1.0177674215393577,1.01767144207694
2019-12-17 06:00:00,1.01767144207694,1.0173742366967142,1.017679156056748,1.0177506183617053
2019-12-17 07:00:00,1.0177506183617053,1.019204190005092,1.020051039008385,1.0196706979455048
2019-12-17 08:00:00,1.0196706979455048,1.018995633187773,1.0218123261601522,1.019069801295582
2019-12-17 09:00:00,1.019069801295582,1.0191217100479861,1.0184902089248016,1.019727742592997
2019-12-17 10:00:00,1.019727742592997,1.017617632132241,1.019727742592997,1.019043465620003
2019-12-17 11:00:00,1.019043465620003,1.016955266955267,1.0194280724732592,1.0168146063361478
2019-12-17 12:00:00,1.0168146063361478,1.0168036924852157,1.0176423416198876,1.0181315080463118
2019-12-17 13:00:00,1.0181315080463118,1.0171636363636363,1.0249249249249248,1.0198283515833086
2019-12-17 14:00:00,1.0198283515833086,1.019606392423794,1.021902190219022,1.0189896891921963
2019-12-17 15:00:00,1.0189896891921963,1.0213523131672597,1.0202631972483924,1.0203379691939585
2019-12-17 16:00:00,1.0203379691939585,1.01880621422731,1.023716012084592,1.018658935474279
2019-12-17 17:00:00,1.018658935474279,1.018270944741533,1.0192336476575363,1.018119454179405
2019-12-17 18:00:00,1.018119454179405,1.0214365463342017,1.0191919946232544,1.0187947494033414
2019-12-17 19:00:00,1.0187947494033414,1.0184964200477327,1.01954224013383,1.0186880532647349
